student_id,age,gender,graduation_percentage,graduation_stream,prep_months,daily_study_hours,mock_tests_attempted,revision_cycles,attempt_number,ncert_read,standard_books,coaching,online_resources,gs_history,gs_geography,gs_polity,gs_economy,gs_sciencetech,gs_environment,gs_currentaffairs,gs_artculture,gs_total_score,csat_comprehension,csat_logicalreasoning,csat_quantitative,csat_datainterpretation,csat_decisionmaking,csat_total_score,csat_qualified,weekly_quizzes,avg_quiz_score,study_streak_days,test_attendance_percent,target,gs_history_pct,gs_geography_pct,gs_polity_pct,gs_economy_pct,gs_sciencetech_pct,gs_environment_pct,gs_currentaffairs_pct,gs_artculture_pct,csat_comprehension_pct,csat_logicalreasoning_pct,csat_quantitative_pct,csat_datainterpretation_pct,csat_decisionmaking_pct,gs_average_pct,csat_average_pct,overall_score,performance_category,weak_subjects_count,very_weak_subjects,strong_subjects_count,weakest_subject,weakest_subject_score,strongest_subject,strongest_subject_score,study_efficiency,mock_efficiency,subject_variance,consistency_score,improvement_needed,quick_wins_count,estimated_hours_needed,test_readiness,streak_quality,revision_effectiveness,weekly_study_hours,preparation_intensity,csat_risk,overall_risk,qualification_probability,gender_encoded,coaching_encoded,graduation_stream_encoded,target_encoded,has_coaching,regular_quiz_taker,high_mock_tester,consistent_student,ncert_reader,standard_books_user
129,31,Male,92,Commerce,27,8.7,8,7,6,1,1,0,1,13.9,12.6,9.0,13.3,8.1,11.9,12.4,11.4,91.4,26.3,22.9,10.8,13.0,13.2,86.1,1,5,70.2,15,30.3,0,55.6,50.4,36.0,53.2,32.4,47.6,49.6,45.6,74.5042492917847,77.62711864406779,35.76158940397352,50.19305019305019,57.14285714285714,46.300000000000004,59.04577293514667,50.123731880544,Average,5,1,0,sciencetech,32.4,history,55.6,5.167395039231341,5.569303542282666,66.18285714285716,89.35864277215532,19.876268119456,6,39.752536238912,50.25,130.5,4.914000000000001,60.89999999999999,234.89999999999998,Low,Medium,0.5020621863160418,1,0,1,0,1,1,0,0,1,1
130,23,Male,72,Medical,43,11.3,11,4,6,1,1,0,1,16.0,20.6,11.0,9.6,10.7,20.1,14.0,11.9,113.3,21.3,22.6,11.5,7.6,12.5,74.4,1,4,46.3,17,48.9,1,64.0,82.4,44.0,38.4,42.8,80.4,56.0,47.6,60.339943342776216,76.61016949152543,38.079470198675494,29.343629343629345,54.112554112554115,56.95,51.697153297832116,55.374145989349635,Average,4,0,2,economy,38.4,geography,82.4,4.50196308856501,4.614512165779137,292.5228571428573,52.96606470996281,14.625854010650365,4,29.25170802130073,47.599999999999994,192.10000000000002,1.8519999999999999,79.10000000000001,485.90000000000003,Low,Low,0.5886231349907642,1,0,3,1,1,1,0,0,1,1
131,21,Male,89,Science,12,10.3,68,5,5,1,0,0,1,12.1,9.7,13.2,10.3,16.0,9.1,4.7,14.1,91.4,25.2,20.8,16.5,19.5,11.4,89.9,1,7,70.4,29,90.6,0,48.4,38.8,52.8,41.2,64.0,36.4,18.8,56.4,71.38810198300284,70.50847457627118,54.63576158940398,75.2895752895753,49.35064935064935,44.599999999999994,64.23451255778053,50.490353767334156,Average,5,1,0,currentaffairs,18.8,sciencetech,64.0,4.468172899764085,0.7317442574975964,196.48,68.4085281538412,19.509646232665844,4,39.01929246533169,80.5,298.70000000000005,3.5200000000000005,72.10000000000001,123.60000000000001,Low,Medium,0.5081718350641856,1,0,4,0,1,1,1,0,1,0
132,28,Female,84,Commerce,24,8.5,53,9,3,0,0,1,1,9.4,19.1,19.3,11.0,16.3,11.8,7.8,19.4,113.9,24.6,27.3,0.0,9.1,7.3,68.8,1,2,42.1,23,44.9,1,37.6,76.4,77.2,44.0,65.2,47.2,31.2,77.6,69.68838526912182,92.54237288135594,0.0,35.13513513513514,31.601731601731597,57.05,45.79352497746889,53.67305749324066,Average,4,1,3,currentaffairs,31.2,artculture,77.6,5.64979552560428,0.9939455091340863,369.00285714285707,40.669058567891256,16.326942506759337,2,32.653885013518675,43.5,195.5,3.7890000000000006,59.5,204.0,Medium,Medium,0.560913555970109,0,1,1,1,1,0,1,0,0,0
133,23,Male,78,Engineering,21,9.6,53,0,3,0,1,0,1,8.5,11.7,13.0,16.6,10.6,8.7,6.1,9.6,84.8,20.7,13.1,12.7,14.0,7.8,67.0,1,4,82.3,24,34.5,0,34.0,46.8,52.0,66.4,42.4,34.8,24.4,38.4,58.640226628895185,44.40677966101695,42.05298013245033,54.054054054054056,33.76623376623376,42.4,46.58405484853006,43.65521645455901,Needs Improvement,6,3,0,currentaffairs,24.4,economy,66.4,4.11841664665651,0.8084299343436854,165.12000000000003,73.45081519117599,26.34478354544099,3,52.68956709088198,58.4,230.39999999999998,0.0,67.2,201.6,Medium,Medium,0.39580255071630077,1,0,2,0,1,1,1,0,0,1
134,23,Female,84,Science,3,7.1,27,9,1,1,0,1,1,15.6,12.7,13.4,5.5,8.0,11.2,6.4,9.2,82.8,23.5,12.7,2.6,8.0,6.8,52.6,0,8,92.5,36,47.5,0,62.4,50.8,53.6,22.0,32.0,44.8,25.6,36.8,66.57223796033995,43.050847457627114,8.609271523178808,30.888030888030887,29.437229437229433,41.0,35.71152345328124,39.41345703598437,Needs Improvement,5,3,0,economy,22.0,history,62.4,4.865858893331404,1.4076234655708704,203.4285714285714,67.29128671116645,30.586542964015628,3,61.173085928031256,70.0,255.6,8.325000000000001,49.699999999999996,21.299999999999997,Medium,High,0.33053429215923646,0,1,4,0,1,1,0,1,1,0
135,21,Male,68,Science,9,8.9,55,0,5,1,1,0,0,8.4,10.7,8.7,15.5,7.1,13.0,7.3,9.7,81.2,19.4,19.6,6.7,9.3,9.7,66.6,0,1,56.9,20,87.9,0,33.6,42.8,34.8,62.0,28.4,52.0,29.2,38.8,54.95750708215298,66.4406779661017,22.18543046357616,35.90733590733591,41.99134199134198,40.2,44.29645868210174,41.42893760463052,Needs Improvement,6,4,0,sciencetech,28.4,economy,62.0,4.184741172184901,0.7398024572255449,136.59428571428572,78.03738532426186,28.57106239536948,2,57.14212479073896,72.4,178.0,0.0,62.300000000000004,80.10000000000001,Medium,Medium,0.3609128855017881,1,0,4,0,1,0,1,0,1,1
136,31,Female,60,Commerce,6,7.8,98,3,5,1,1,1,1,13.6,18.5,10.6,6.6,12.4,16.1,14.4,13.8,104.6,17.8,14.6,9.9,7.6,13.7,61.7,0,4,54.2,17,71.1,0,54.4,74.0,42.4,26.4,49.6,64.4,57.6,55.2,50.42492917847026,49.49152542372881,32.78145695364238,29.343629343629345,59.3073593073593,53.00000000000001,44.26978004136602,50.38093401240981,Average,3,1,0,economy,26.4,geography,74.0,5.7251061377738415,0.5088983233576748,204.34285714285718,67.1442812581829,19.61906598759019,5,39.23813197518038,62.65,132.6,1.6260000000000001,54.6,46.8,Medium,Medium,0.5063485590090235,0,1,1,0,1,1,1,0,1,1
137,25,Female,57,Science,3,5.7,68,1,3,1,1,0,1,5.9,8.0,6.3,9.0,9.2,6.5,14.3,10.0,69.1,11.3,6.4,6.7,9.8,15.2,53.2,0,12,64.6,26,71.0,0,23.6,32.0,25.2,36.0,36.8,26.0,57.2,40.0,32.011331444759215,21.69491525423729,22.18543046357616,37.83783783783784,65.8008658008658,34.6,35.90607616025526,34.99182284807658,Needs Improvement,7,4,0,history,23.6,currentaffairs,57.2,5.222660126578594,0.5071278673634287,119.54285714285716,80.77903702240454,35.00817715192342,2,70.01635430384684,67.8,148.20000000000002,0.6459999999999999,39.9,17.1,Medium,High,0.268834253161693,0,0,4,0,1,1,1,0,1,1
138,30,Male,70,Engineering,17,9.4,97,6,4,1,1,1,1,16.9,18.9,13.5,13.6,20.9,17.9,12.9,16.4,131.1,20.8,15.5,9.7,21.9,11.1,77.0,1,4,74.1,21,30.0,1,67.6,75.6,54.0,54.4,83.6,71.6,51.6,65.6,58.923512747875364,52.54237288135594,32.11920529801324,84.55598455598455,48.051948051948045,65.5,55.23860470703543,62.421581412110626,Good,0,0,2,currentaffairs,51.6,sciencetech,83.6,6.002075135779868,0.6369549123684758,131.41714285714278,78.86980370178108,7.578418587889374,3,15.156837175778747,52.05,197.4,4.446,65.8,159.8,Low,Low,0.6959541834645214,1,1,2,1,1,1,1,0,1,1
139,27,Male,61,Science,42,8.3,97,1,4,1,1,1,1,14.6,21.4,9.0,12.6,9.6,14.2,13.1,16.1,111.0,24.2,16.6,19.2,7.1,11.4,74.4,1,8,50.4,26,63.1,1,58.4,85.6,36.0,50.4,38.4,56.8,52.4,64.4,68.55524079320114,56.271186440677965,63.576158940397356,27.413127413127413,49.35064935064935,55.3,53.03327258761065,54.61998177628318,Average,2,0,1,polity,36.0,geography,85.6,5.87311632003045,0.5573467528192162,243.32571428571427,60.876336256598016,15.380018223716817,4,30.760036447433635,56.75,215.8,0.504,58.10000000000001,348.6,Low,Medium,0.5763967122649661,1,1,4,1,1,1,1,0,1,1
140,30,Male,68,Medical,14,7.1,76,9,1,1,1,1,0,17.3,12.1,11.2,12.3,13.4,11.2,10.1,8.7,96.7,21.0,13.1,13.0,8.3,19.7,73.8,1,6,84.2,13,48.6,0,69.2,48.4,44.8,49.2,53.6,44.8,40.4,34.8,59.4900849858357,44.40677966101695,43.046357615894046,32.04633204633205,85.28138528138527,48.15,52.854187918092805,49.56125637542784,Average,6,1,0,artculture,34.8,history,69.2,6.1186736265960295,0.6436526802003615,104.9571428571429,83.1242333895323,20.43874362457216,6,40.87748724914432,66.4,92.3,7.578000000000001,49.699999999999996,99.39999999999999,Low,Medium,0.4926881275482036,1,1,3,0,1,1,1,0,1,1
141,29,Male,63,Arts,24,11.5,57,1,4,0,0,0,0,13.0,13.5,11.6,11.8,9.3,10.1,12.3,8.9,94.4,19.4,9.4,2.4,13.4,8.8,54.1,0,9,50.9,17,53.5,0,52.0,54.0,46.4,47.2,37.2,40.4,49.2,35.6,54.95750708215298,31.86440677966102,7.9470198675496695,51.73745173745174,38.0952380952381,45.25,36.920324712410704,42.75109741372321,Needs Improvement,6,0,0,artculture,35.6,geography,54.0,3.420087793097857,0.7370878864435035,46.32857142857142,92.55095806210062,27.24890258627679,6,54.49780517255358,52.2,195.5,0.509,80.5,276.0,Medium,Medium,0.381482579082537,1,0,0,0,1,1,1,0,0,0
142,32,Female,69,Arts,24,3.2,77,4,4,1,1,0,1,11.7,11.0,10.2,12.8,13.6,10.4,10.4,5.2,83.5,18.5,13.7,4.1,11.3,8.8,56.7,0,7,40.3,35,71.9,0,46.8,44.0,40.8,51.2,54.4,41.6,41.6,20.8,52.40793201133145,46.44067796610169,13.57615894039735,43.62934362934364,38.0952380952381,42.650000000000006,38.82987012848245,41.50396103854473,Needs Improvement,6,1,0,artculture,20.8,sciencetech,54.4,9.881895485367792,0.5321020645967273,101.89428571428572,83.6167016570271,28.49603896145527,7,56.99207792291054,56.1,112.0,1.6119999999999999,22.400000000000002,76.80000000000001,Medium,Medium,0.36206732039700257,0,0,0,0,1,1,1,1,1,1
143,27,Female,75,Commerce,19,6.8,74,3,4,1,1,1,1,12.4,8.8,15.6,11.0,13.3,10.1,13.5,11.2,97.4,17.4,11.7,10.4,8.1,11.9,59.9,0,5,68.8,14,91.2,0,49.6,35.2,62.4,44.0,53.2,40.4,54.0,44.8,49.29178470254957,39.66101694915254,34.437086092715234,31.27413127413127,51.515151515151516,47.95,41.23583410674003,45.935750232022,Average,5,0,0,geography,35.2,polity,62.4,5.889198747695128,0.6124766697602934,74.39714285714285,88.0378906555065,24.064249767977998,6,48.128499535955996,80.0,95.2,2.064,47.6,129.2,Medium,Medium,0.43267389009832496,0,1,1,0,1,1,1,0,1,1
144,29,Female,89,Arts,31,4.0,41,7,2,1,1,0,1,10.1,7.1,15.3,16.7,13.0,11.6,12.6,8.8,97.0,22.6,20.0,11.0,12.5,11.8,77.3,1,4,46.3,19,42.7,0,40.4,28.4,61.2,66.8,52.0,46.4,50.4,35.2,64.02266288951843,67.79661016949152,36.42384105960265,48.262548262548265,51.082251082251084,47.599999999999994,53.51758269268239,49.37527480780471,Average,4,1,0,geography,28.4,economy,66.8,9.875054961560942,1.1756017811382073,165.21142857142857,73.43611464587764,20.624725192195292,4,41.249450384390585,44.5,76.0,3.2409999999999997,28.0,124.0,Low,Medium,0.4895894182562587,0,0,0,0,1,1,0,0,1,1
145,28,Male,56,Arts,16,9.9,37,3,1,1,1,0,1,7.4,11.1,14.1,11.6,15.5,13.7,3.2,13.4,90.7,13.4,5.1,5.4,4.6,7.3,34.8,0,8,78.4,15,83.8,0,29.6,44.4,56.4,46.4,62.0,54.8,12.8,53.6,37.96033994334278,17.28813559322034,17.88079470198676,17.760617760617762,31.601731601731597,45.00000000000001,24.49832392017985,38.84949717605396,Needs Improvement,4,2,0,currentaffairs,12.8,sciencetech,62.0,3.564174052848987,1.0223551888435252,266.46857142857147,57.155260727952616,31.15050282394604,5,62.30100564789208,81.1,148.5,2.3520000000000003,69.3,158.4,High,High,0.3222683444605074,1,0,0,0,1,1,0,0,1,1
146,32,Female,81,Arts,22,9.4,67,5,3,1,0,0,1,10.3,17.4,10.4,11.2,9.5,13.7,10.7,10.5,92.7,18.5,17.2,10.3,11.9,7.5,62.9,0,2,49.2,26,33.4,0,41.2,69.6,41.6,44.8,38.0,54.8,42.8,42.0,52.40793201133145,58.30508474576271,34.105960264900666,45.94594594594595,32.467532467532465,46.85,44.646491087094645,46.18894732612839,Average,6,0,0,sciencetech,38.0,geography,69.6,4.441244935204653,0.679249225384241,108.9571428571428,82.4810845327294,23.811052673871608,6,47.622105347743215,41.3,244.4,2.4600000000000004,65.8,206.8,Medium,Medium,0.4368219443676403,0,0,0,0,1,0,1,0,1,0
147,22,Female,56,Arts,35,6.9,52,4,4,1,1,0,1,13.6,6.5,6.4,13.0,16.1,15.4,15.4,11.8,100.7,23.1,15.6,11.4,7.2,16.9,74.5,1,3,85.0,24,52.9,0,54.4,26.0,25.6,52.0,64.4,61.6,61.6,47.2,65.43909348441927,52.88135593220339,37.748344370860934,27.7992277992278,73.16017316017314,49.1,51.40563894937691,49.79169168481307,Average,3,2,0,polity,25.6,sciencetech,64.4,6.30274578288773,0.9394658808455295,238.93714285714285,61.58196243091892,20.208308315186933,3,40.416616630373866,68.95,165.60000000000002,3.4,48.300000000000004,241.5,Low,Medium,0.4965282505420318,0,0,0,0,1,0,1,0,1,1
148,21,Male,89,Arts,45,9.2,32,1,6,0,1,0,1,14.9,12.3,9.6,9.1,13.9,10.8,9.1,7.3,83.7,22.1,17.2,13.5,15.7,15.8,86.4,1,2,65.9,22,45.3,0,59.6,49.2,38.4,36.4,55.6,43.2,36.4,29.2,62.60623229461757,58.30508474576271,44.70198675496689,60.61776061776062,68.3982683982684,43.5,58.92586656227523,48.12775996868257,Average,6,1,0,artculture,29.2,history,59.6,4.718407840066919,1.4584169687479567,109.9314285714286,82.32443184689382,21.872240031317432,4,43.744480062634864,55.6,202.39999999999998,0.659,64.39999999999999,413.99999999999994,Low,Medium,0.4688364471487158,1,0,0,0,1,0,0,0,0,1
149,27,Male,72,Medical,17,7.3,70,7,2,1,1,0,1,15.7,15.7,9.7,12.4,15.5,9.6,15.0,16.2,108.8,18.5,20.2,0.0,15.6,18.8,73.1,1,4,71.1,18,94.1,1,62.8,62.8,38.8,49.6,62.0,38.4,60.0,64.8,52.40793201133145,68.47457627118644,0.0,60.231660231660236,81.38528138528139,54.9,52.4998899798919,54.17996699396757,Average,3,0,0,environment,38.4,artculture,64.8,6.52770686674308,0.7630981266755995,122.68571428571428,80.2737057777737,15.820033006032432,1,31.640066012064864,82.6,131.4,4.976999999999999,51.1,124.1,Low,Medium,0.5692187696852951,1,0,3,1,1,1,1,0,1,1
150,27,Female,68,Arts,14,9.8,55,1,4,1,1,0,1,10.6,7.5,12.3,10.0,14.8,12.0,11.8,8.2,89.0,26.1,9.0,11.1,1.3,15.1,61.1,0,9,50.3,23,42.5,0,42.4,30.0,49.2,40.0,59.2,48.0,47.2,32.8,73.93767705382437,30.508474576271187,36.75496688741722,5.01930501930502,65.36796536796537,43.6,42.317677780956636,43.215303334286986,Needs Improvement,7,2,0,geography,30.0,sciencetech,59.2,4.001416975396943,0.7717018452551248,89.00571428571432,85.68901915205417,26.784696665713014,6,53.56939333142603,46.4,225.4,0.503,68.60000000000001,137.20000000000002,Medium,Medium,0.38881094412999306,0,0,0,0,1,1,1,0,1,1
151,34,Male,74,Commerce,42,7.7,71,8,2,1,1,0,0,18.6,13.5,20.8,23.2,16.3,18.4,17.0,14.2,141.4,26.6,14.4,9.6,14.6,13.4,78.9,1,5,48.1,23,70.5,1,74.4,54.0,83.2,92.8,65.2,73.6,68.0,56.8,75.35410764872522,48.8135593220339,31.788079470198678,56.37065637065637,58.00865800865801,71.0,54.06701216405444,65.92010364921633,Good,0,0,2,geography,54.0,economy,92.8,7.577023407955901,0.9155569951280046,167.95428571428573,72.99509828692707,4.07989635078367,2,8.15979270156734,59.3,177.1,3.8480000000000003,53.9,323.40000000000003,Low,Low,0.7429465842163111,1,0,1,1,1,1,1,0,1,1
152,28,Female,72,Engineering,22,7.4,50,8,1,1,1,1,1,14.1,15.4,16.0,13.2,17.8,8.7,8.7,16.1,112.4,20.3,14.8,7.5,4.1,5.8,55.4,0,4,74.7,14,41.5,0,56.4,61.6,64.0,52.8,71.2,34.8,34.8,64.4,57.50708215297451,50.16949152542372,24.834437086092716,15.83011583011583,25.108225108225106,55.0,34.68987034056637,48.90696110216991,Average,2,2,0,environment,34.8,sciencetech,71.2,5.822257274067846,0.9589600216111747,185.46285714285725,70.17994386229262,21.09303889783009,2,42.18607779566018,58.1,103.60000000000001,5.976,51.800000000000004,162.8,Medium,Medium,0.4817907418122354,0,1,2,0,1,1,1,0,1,1
153,25,Male,64,Medical,32,11.8,73,2,6,1,1,0,1,17.5,17.6,16.8,15.4,15.8,19.2,10.0,17.5,127.5,22.9,18.5,14.3,12.9,8.5,76.7,1,5,54.1,29,63.1,1,70.0,70.4,67.2,61.6,63.2,76.8,40.0,70.0,64.87252124645893,62.71186440677966,47.35099337748345,49.80694980694981,36.79653679653679,64.9,52.30777312684173,61.12233193805252,Good,1,0,1,currentaffairs,40.0,environment,76.8,4.775182182660353,0.8259774586223313,123.28,80.1781522333344,8.877668061947482,1,17.755336123894963,58.6,342.20000000000005,1.082,82.60000000000001,377.6,Low,Low,0.6773213290784313,1,0,3,1,1,1,1,0,1,1
154,23,Female,79,Arts,40,6.3,42,3,6,0,1,0,1,5.9,15.8,10.2,9.4,10.1,7.6,11.9,7.8,77.0,20.5,16.7,7.3,19.4,10.9,72.3,1,6,61.2,16,58.9,0,23.6,63.2,40.8,37.6,40.4,30.4,47.6,31.2,58.07365439093485,56.61016949152542,24.17218543046358,74.9034749034749,47.18614718614719,39.35,52.189126280509186,43.20173788415275,Needs Improvement,7,3,0,history,23.6,geography,63.2,5.918046285500377,1.0046915787012267,148.24857142857147,76.16352519076254,26.79826211584725,3,53.5965242316945,60.05,100.8,1.8359999999999999,44.1,252.0,Low,Medium,0.38859605556681187,0,0,0,0,1,1,0,0,0,1
155,32,Male,56,Engineering,5,4.9,14,7,6,1,1,1,0,0.0,6.8,6.7,9.9,8.3,10.8,10.2,10.2,62.1,12.9,20.2,2.9,8.1,5.1,49.6,0,4,66.4,37,32.9,0,0.0,27.2,26.8,39.6,33.2,43.2,40.8,40.8,36.543909348441936,68.47457627118644,9.602649006622517,31.27413127413127,22.077922077922075,31.450000000000003,33.59463759566084,32.09339127869825,Needs Improvement,8,4,0,history,0.0,environment,43.2,5.439557843847161,2.1395594185798834,201.59714285714287,67.58575700917405,37.90660872130175,3,75.8132174426035,49.650000000000006,181.3,4.648000000000001,34.300000000000004,24.5,Medium,High,0.23258465369113018,1,1,2,0,1,1,0,1,1,1
156,28,Male,79,Science,30,8.5,37,8,4,1,0,1,1,14.4,10.8,10.5,14.0,12.9,10.0,11.8,9.9,94.9,24.7,13.7,14.1,14.9,5.8,74.4,1,6,52.6,30,87.8,0,57.6,43.2,42.0,56.0,51.6,40.0,47.2,39.6,69.97167138810198,46.44067796610169,46.688741721854306,57.528957528957534,25.108225108225106,47.15,49.14765474264812,47.74929642279443,Average,5,0,0,artculture,39.6,history,57.6,5.0262417287152035,1.2565604321788009,51.08285714285715,91.78652970658631,22.25070357720557,7,44.50140715441114,70.2,255.0,4.208,59.5,255.0,Medium,Medium,0.46255849410376276,1,1,4,0,1,1,0,1,1,0
157,26,Male,87,Commerce,28,12.5,14,2,2,1,1,1,0,8.6,17.6,7.6,12.8,10.8,10.7,7.5,13.4,88.7,22.6,12.1,10.5,17.5,10.2,74.6,1,6,83.7,18,84.6,0,34.4,70.4,30.4,51.2,43.2,42.8,30.0,53.6,64.02266288951843,41.01694915254237,34.7682119205298,67.56756756756756,44.15584415584415,44.50000000000001,50.30624713720046,46.24187414116014,Average,5,3,0,currentaffairs,30.0,geography,70.4,3.4253240104563067,3.082791609410676,187.7371428571429,69.81426779799612,23.75812585883986,4,47.51625171767972,84.15,225.0,1.6740000000000002,87.5,350.0,Low,Medium,0.43769016688762474,1,1,1,0,1,1,0,0,1,1
158,31,Female,90,Commerce,32,7.2,4,4,6,0,1,1,1,9.6,7.8,12.7,10.3,14.7,3.7,11.8,7.8,77.7,23.1,24.0,15.3,17.0,12.3,93.1,1,7,91.7,14,49.5,0,38.4,31.2,50.8,41.2,58.8,14.8,47.2,31.2,65.43909348441927,81.35593220338984,50.66225165562914,65.63706563706563,53.246753246753244,39.199999999999996,63.26821924545144,46.42046577363543,Average,6,3,0,environment,14.8,sciencetech,58.8,5.661032411418955,9.284093154727085,187.24571428571426,69.89328322897478,23.579534226364572,4,47.159068452729144,70.6,100.8,3.668,50.4,230.4,Low,Medium,0.4406226092892596,0,1,1,0,1,1,0,0,0,1
159,23,Female,85,Engineering,15,4.1,92,7,5,1,1,0,0,11.2,13.4,10.9,14.6,15.9,19.8,14.3,9.0,111.2,27.2,11.3,12.2,17.4,19.6,88.0,1,7,63.8,10,73.0,1,44.8,53.6,43.6,58.4,63.6,79.2,57.2,36.0,77.05382436260624,38.30508474576271,40.397350993377486,67.18146718146718,84.84848484848484,54.55,61.55724242633969,56.6521727279019,Average,3,0,1,artculture,36.0,environment,79.2,11.108269162333707,0.6091631476118484,181.62000000000003,70.797826156864,13.347827272098101,5,26.695654544196202,68.4,41.0,4.466,28.699999999999996,61.49999999999999,Low,Low,0.609087499067962,0,0,2,1,1,1,1,0,1,1
160,21,Male,68,Arts,15,6.9,82,2,5,1,1,1,1,17.2,20.6,11.2,19.3,12.2,13.8,16.0,12.4,125.0,23.8,17.6,21.1,14.0,8.9,83.7,1,3,90.5,18,55.4,1,68.8,82.4,44.8,77.2,48.8,55.2,64.0,49.6,67.42209631728045,59.66101694915255,69.86754966887418,54.054054054054056,38.52813852813853,61.35,57.90657110349996,60.316971331049984,Good,3,0,2,polity,44.8,geography,82.4,7.635059662158225,0.7267104979644576,194.8771428571429,68.66624708860293,9.683028668950016,4,19.36605733790003,72.95,124.2,1.81,48.300000000000004,103.5,Low,Low,0.6654769217558557,1,1,0,1,1,0,1,0,1,1
161,23,Male,55,Commerce,4,8.0,53,6,2,1,1,0,1,12.5,13.3,11.4,10.4,12.0,15.4,8.9,9.0,92.3,14.9,8.7,10.7,7.4,12.4,52.1,0,5,88.5,18,83.8,0,50.0,53.2,45.6,41.6,48.0,61.6,35.6,36.0,42.20963172804533,29.49152542372881,35.430463576158935,28.571428571428577,53.67965367965368,46.45,37.876540595803064,43.877962178740916,Needs Improvement,5,0,0,currentaffairs,35.6,environment,61.6,4.875329130971213,0.8125548551618688,77.32285714285715,87.56747320595923,26.122037821259084,5,52.24407564251817,86.15,144.0,5.3100000000000005,56.0,32.0,Medium,Medium,0.39935919233020806,1,0,1,0,1,1,1,0,1,1
162,25,Female,70,Science,39,5.4,50,7,4,1,0,1,1,13.6,15.2,9.8,12.9,21.5,11.2,6.4,19.0,107.0,22.9,7.2,13.8,15.3,8.1,66.6,0,3,49.1,27,78.5,0,54.4,60.8,39.2,51.6,86.0,44.8,25.6,76.0,64.87252124645893,24.40677966101695,45.695364238410605,59.07335907335908,35.06493506493506,54.800000000000004,45.82259185683613,52.10677755705083,Average,3,1,2,currentaffairs,25.6,sciencetech,86.0,8.141683993289192,1.021701520726487,380.7542857142857,38.77957910501243,17.893222442949167,3,35.786444885898334,63.8,145.8,3.437,37.800000000000004,210.60000000000002,Medium,Medium,0.5350553509683627,0,1,4,0,1,0,1,0,1,0
163,34,Male,57,Engineering,40,9.0,9,9,4,1,1,0,0,16.3,19.2,16.3,15.3,9.8,10.5,17.2,11.8,113.2,14.4,12.5,15.0,17.5,10.0,70.6,1,5,49.5,11,36.3,1,65.2,76.8,65.2,61.2,39.2,42.0,68.8,47.2,40.79320113314448,42.3728813559322,49.66887417218543,67.56756756756756,43.290043290043286,58.199999999999996,48.7385135037746,55.36155405113237,Average,3,0,1,sciencetech,39.2,geography,76.8,5.536155405113237,5.536155405113237,187.1085714285714,69.91533404692231,14.638445948867627,2,29.276891897735254,42.9,99.0,4.455,63.0,360.0,Medium,Low,0.5884198474312717,1,0,2,1,1,1,0,0,1,1
164,23,Female,89,Medical,4,13.6,11,2,1,1,1,1,0,12.1,12.4,13.6,11.6,8.0,13.0,8.7,7.3,87.1,24.9,20.7,21.8,16.0,13.1,95.2,1,5,66.3,22,89.1,0,48.4,49.6,54.4,46.4,32.0,52.0,34.8,29.2,70.53824362606233,70.16949152542372,72.18543046357617,61.77606177606177,56.709956709956714,43.35,66.27583682021614,50.22775104606484,Average,6,3,0,artculture,29.2,polity,54.4,3.4402569209633453,4.1856459205054035,96.13428571428572,84.54283601082328,19.77224895393516,5,39.54449790787032,77.69999999999999,299.2,1.3259999999999998,95.2,54.4,Low,Medium,0.5037957778461598,0,1,3,0,1,1,0,0,1,1
165,21,Male,60,Arts,38,7.7,3,1,1,1,1,0,0,8.6,12.1,8.4,10.5,5.4,6.1,14.2,7.2,73.5,17.8,7.8,9.8,11.2,16.3,61.9,0,4,68.9,31,42.6,0,34.4,48.4,33.6,42.0,21.6,24.4,56.8,28.8,50.42492917847026,26.440677966101696,32.450331125827816,43.24324324324324,70.56277056277057,36.25,44.62439041528272,38.76231712458481,Needs Improvement,7,5,0,sciencetech,21.6,currentaffairs,56.8,4.455438749952277,9.690579281146203,146.28285714285713,76.47958691467711,31.23768287541519,3,62.47536575083038,55.75,238.70000000000002,0.6890000000000001,53.9,292.6,Medium,High,0.32100024979581404,1,0,0,0,1,1,0,1,1,1
166,25,Male,79,Medical,28,7.1,94,9,6,1,1,0,0,18.8,14.2,7.9,8.3,17.5,14.5,14.3,17.2,112.8,25.6,20.1,11.6,8.0,3.1,66.6,0,4,58.8,23,42.2,0,75.2,56.8,31.6,33.2,70.0,58.0,57.2,68.8,72.52124645892353,68.13559322033899,38.41059602649007,30.888030888030887,13.41991341991342,56.35,44.67507600273938,52.847522800821814,Average,2,2,1,polity,31.6,history,75.2,6.524385530965656,0.5562897136928612,264.1114285714285,57.53425916142577,17.152477199178186,3,34.30495439835637,50.5,163.29999999999998,5.292,49.699999999999996,198.79999999999998,Medium,Medium,0.5473167015517781,1,0,3,0,1,1,1,0,1,1
